NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023
210062067771,2024,4,F,1,3,0,2,0,1.0,0,2111102,São João dos Patos,21,MA,E,C,F,A,5,B,B,A,B,B,A,B,B,A,A,B,A,B,B,B,A,B,A
210062067772,2024,3,F,1,1,1,2,0,1.0,0,3504107,Atibaia,35,SP,E,D,B,F,4,A,D,A,B,C,B,A,B,A,B,B,A,B,A,B,B,B,A
210062067773,2024,3,M,1,1,1,2,0,1.0,0,4105904,Colorado,41,PR,D,H,C,F,2,B,B,A,B,D,A,A,B,B,A,B,A,B,A,B,B,C,A
210062067774,2024,7,M,1,3,1,1,3,,0,3550308,São Paulo,35,SP,E,D,B,B,8,B,H,A,C,D,B,A,B,A,B,B,B,B,A,B,B,E,A
210062067775,2024,2,F,1,3,1,3,0,,1,4313904,Panambi,43,RS,F,F,D,D,3,A,E,A,B,C,B,A,B,A,B,B,B,B,A,A,C,C,E
210062067776,2024,7,F,1,1,1,1,4,,0,3106200,Belo Horizonte,31,MG,C,E,D,D,4,B,G,A,C,D,B,A,B,A,B,B,A,C,B,B,B,E,A
210062067777,2024,11,M,1,1,1,1,0,,0,4202305,Biguaçu,42,SC,D,F,C,C,1,B,B,A,B,B,A,A,B,A,A,B,A,B,A,A,A,B,A
210062067778,2024,20,M,2,1,1,1,18,,0,4315602,Rio Grande,43,RS,H,B,D,F,3,B,C,A,B,C,B,B,B,A,B,B,B,C,B,B,B,C,A
210062067779,2024,4,F,1,1,2,1,1,,0,2611101,Petrolina,26,PE,B,D,C,F,3,A,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,C,A
210062067780,2024,3,M,1,3,1,2,0,1.0,0,1302900,Maués,13,AM,C,F,D,D,9,A,E,A,C,D,A,A,B,A,B,A,A,B,A,A,A,C,A
210062067781,2024,9,M,1,3,1,1,6,,0,1302603,Manaus,13,AM,E,E,C,B,2,B,C,A,C,C,B,A,B,B,B,A,A,C,A,B,D,C,A
210062067782,2024,11,F,1,3,1,1,7,,0,3303302,Niterói,33,RJ,E,H,F,F,1,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210062067783,2024,11,F,1,2,1,2,0,2.0,0,5201405,Aparecida de Goiânia,52,GO,H,D,F,A,5,B,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,C,A
210062067784,2024,1,F,1,3,1,4,0,,0,2606200,Goiana,26,PE,E,G,D,D,4,A,C,A,B,C,B,A,B,A,B,B,A,B,A,B,B,C,E
210062067785,2024,5,M,1,3,2,2,0,,0,4318705,São Leopoldo,43,RS,B,E,F,D,4,A,D,A,B,C,A,A,B,A,B,B,A,B,A,A,A,D,E
210062067786,2024,1,M,1,1,1,3,0,,1,5205109,Catalão,52,GO,E,G,F,D,3,A,C,A,B,C,A,A,B,A,B,B,A,B,A,B,B,C,E
210062067787,2024,1,M,1,1,1,3,0,,1,3541406,Presidente Prudente,35,SP,F,F,D,D,4,A,G,A,B,C,B,B,B,A,A,A,A,B,A,B,A,C,D
210062067788,2024,12,F,1,3,1,1,14,,0,1500602,Altamira,15,PA,E,B,B,B,5,B,B,A,B,C,A,A,B,A,A,A,A,B,A,A,A,B,A
210062067789,2024,4,F,1,3,1,2,0,1.0,0,4314902,Porto Alegre,43,RS,C,E,B,B,2,A,A,A,B,C,A,A,B,B,B,B,A,B,A,A,A,C,A
210062067790,2024,1,F,1,1,1,3,0,,1,4302105,Bento Gonçalves,43,RS,E,E,D,B,4,B,C,A,C,D,B,A,B,B,B,B,B,D,B,B,A,E,A
210062067791,2024,15,F,1,1,1,1,18,,0,2208007,Picos,22,PI,B,B,A,A,4,B,F,A,C,D,B,A,B,A,B,A,A,B,A,B,B,C,A
210062067792,2024,3,M,1,1,1,2,0,1.0,0,4318408,São Jerônimo,43,RS,E,G,C,D,3,A,E,A,B,C,A,A,B,B,A,B,A,B,A,B,A,D,A
210062067793,2024,6,F,1,2,1,1,2,,0,1501907,Bujaru,15,PA,E,D,A,A,3,A,B,A,B,B,A,A,B,A,A,A,A,B,A,A,A,B,A
210062067794,2024,3,M,1,1,1,1,1,,0,3529401,Mauá,35,SP,G,E,B,D,4,A,G,A,C,D,B,A,B,A,B,B,B,C,B,B,B,E,A
210062067795,2024,6,M,1,1,1,1,3,,0,4303509,Camaquã,43,RS,C,G,F,D,3,B,B,A,B,C,B,A,B,A,B,B,A,B,A,B,B,D,A
210062067796,2024,1,M,3,2,1,3,0,,1,4310603,Itaqui,43,RS,D,D,B,C,5,A,C,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A
210062067797,2024,4,F,1,1,1,1,2,,0,4322806,Veranópolis,43,RS,B,E,C,B,3,B,B,A,B,C,A,A,B,A,B,A,A,B,B,B,B,C,A
210062067798,2024,2,M,0,3,1,3,0,,1,3204104,Pinheiros,32,ES,C,C,C,B,6,A,C,A,B,D,A,B,B,B,A,B,A,B,A,B,B,D,A
210062067799,2024,1,F,1,1,1,3,0,,1,4209003,Joaçaba,42,SC,G,G,D,E,4,A,L,C,C,D,C,A,B,A,B,B,B,C,A,B,C,E,D
210062067800,2024,14,F,3,3,1,1,3,,0,4303509,Camaquã,43,RS,H,H,B,A,3,B,C,A,B,C,A,A,B,A,A,A,A,B,A,B,B,C,A
210062067801,2024,13,F,1,3,1,1,18,,0,2927408,Salvador,29,BA,D,F,B,D,4,B,H,A,C,D,B,A,B,A,B,B,B,C,A,B,B,D,A
210062067802,2024,3,M,1,2,1,2,0,1.0,0,3204708,São Gabriel da Palha,32,ES,E,D,C,F,4,A,A,A,B,D,B,B,B,A,B,B,A,B,A,B,A,D,A
210062067803,2024,2,M,1,3,1,2,0,1.0,0,2207702,Parnaíba,22,PI,H,D,A,A,6,A,F,A,B,D,B,D,C,A,B,A,B,B,B,B,A,E,A
210062067804,2024,14,F,2,3,1,1,16,,0,3550308,São Paulo,35,SP,B,B,A,F,4,B,G,A,B,C,B,B,B,A,B,B,A,C,B,B,B,C,A
210062067805,2024,3,F,1,3,1,2,0,1.0,0,3504107,Atibaia,35,SP,B,B,B,B,4,A,G,A,C,D,B,B,B,A,B,A,A,A,A,B,A,E,A
210062067806,2024,1,M,0,4,1,3,0,,1,4109401,Guarapuava,41,PR,G,G,F,F,2,A,M,B,D,C,B,A,B,A,B,B,B,C,B,B,D,C,D
210062067807,2024,12,F,0,1,1,1,0,,0,3303401,Nova Friburgo,33,RJ,E,C,A,B,4,B,D,A,B,C,B,B,B,A,B,A,A,C,A,B,A,C,F
210062067808,2024,14,M,1,3,1,1,0,,0,2111300,São Luís,21,MA,B,C,A,A,2,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,B,B,A
210062067809,2024,3,F,1,1,1,1,1,,0,3147105,Pará de Minas,31,MG,G,F,D,F,2,A,H,A,B,C,A,B,B,A,B,B,A,C,A,B,B,C,D
210062067810,2024,15,F,3,3,1,1,18,,0,3169406,Três Pontas,31,MG,B,B,A,A,3,B,G,A,B,D,A,A,B,A,B,B,B,B,B,B,E,D,A
210062067811,2024,2,F,1,1,1,3,0,,1,3554102,Taubaté,35,SP,C,E,B,B,3,A,B,A,B,C,A,A,B,A,A,A,A,A,A,A,B,D,A
210062067812,2024,2,M,1,1,1,2,0,1.0,0,4202404,Blumenau,42,SC,G,G,D,D,3,B,F,A,D,C,C,A,B,A,B,B,B,D,A,B,B,D,A
210062067813,2024,3,M,1,0,1,1,1,,0,1501402,Belém,15,PA,C,E,A,D,5,A,C,A,B,C,A,A,B,A,A,A,A,B,A,B,A,C,A
210062067814,2024,4,M,1,3,1,2,0,1.0,0,2905701,Camaçari,29,BA,H,D,B,B,3,B,B,A,B,C,B,B,B,B,B,B,B,D,A,B,B,D,A
210062067815,2024,14,F,2,3,1,1,18,,0,5103403,Cuiabá,51,MT,E,F,F,E,4,A,L,B,D,D,C,A,C,B,B,B,B,C,B,B,C,D,B
210062067816,2024,11,M,1,1,1,1,10,,0,5201108,Anápolis,52,GO,F,G,B,D,1,B,F,A,B,C,A,A,B,A,B,B,A,A,A,B,B,B,C
210062067817,2024,1,F,1,1,1,3,0,,1,2927408,Salvador,29,BA,F,E,D,B,4,A,E,B,C,C,B,A,B,B,B,B,A,C,A,B,B,D,D
210062067818,2024,14,F,2,1,1,1,18,,0,3547809,Santo André,35,SP,C,C,C,B,5,B,F,A,B,C,B,A,B,A,B,B,A,B,A,B,B,D,A
210062067819,2024,10,M,1,3,1,1,9,,0,2709301,União dos Palmares,27,AL,A,A,A,A,2,A,A,A,B,C,A,A,B,A,A,A,A,B,A,B,A,B,A
210062067820,2024,11,M,1,1,1,1,0,,0,3509502,Campinas,35,SP,B,B,C,B,3,B,C,A,B,C,B,A,B,A,B,B,A,B,A,B,B,D,A
210062067821,2024,1,M,1,4,1,3,0,,1,2611606,Recife,26,PE,E,F,D,E,2,A,O,C,C,C,B,A,B,A,B,B,B,C,B,B,B,C,D
210062067822,2024,1,M,1,1,1,3,0,,1,2208205,Pio IX,22,PI,F,G,B,B,4,A,C,A,B,C,A,B,B,A,A,A,A,B,A,B,B,B,A
210062067823,2024,3,F,1,1,1,2,0,1.0,0,4316808,Santa Cruz do Sul,43,RS,H,C,A,A,4,A,C,A,B,D,B,A,B,A,B,A,A,B,A,B,B,C,A
210062067824,2024,3,F,1,2,1,2,0,1.0,0,1501402,Belém,15,PA,D,C,B,B,2,A,B,A,B,B,A,A,B,A,B,A,A,B,A,B,A,C,A
210062067825,2024,1,M,1,0,1,3,0,,1,2203909,Floriano,22,PI,H,H,F,F,3,A,C,A,B,C,A,C,B,B,B,B,A,D,A,B,B,D,D
210062067826,2024,4,M,1,3,1,2,0,1.0,0,2208403,Piripiri,22,PI,B,C,C,A,6,A,B,A,C,D,A,B,B,A,B,A,A,C,B,B,A,E,A
210062067827,2024,14,F,2,1,1,1,18,,0,5002704,Campo Grande,50,MS,D,D,C,B,3,B,F,A,C,C,B,B,B,A,B,A,B,B,B,B,B,D,A
210062067828,2024,1,F,1,3,1,3,0,,1,3504008,Assis,35,SP,E,E,B,B,5,A,E,A,B,C,B,A,B,A,B,B,B,B,A,B,B,D,A
210062067829,2024,12,F,0,3,1,1,13,,0,3550308,São Paulo,35,SP,B,B,B,B,3,B,B,A,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A
210062067830,2024,5,F,1,3,1,2,0,,0,2910800,Feira de Santana,29,BA,C,E,B,F,4,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,E,A
210062067831,2024,5,M,1,1,1,1,3,,0,4314100,Passo Fundo,43,RS,F,E,D,D,3,A,M,D,C,D,C,A,B,B,B,B,B,C,B,B,D,D,D
210062067832,2024,7,F,1,3,1,2,0,,0,1300144,Apuí,13,AM,C,B,A,A,6,A,B,A,B,C,B,C,B,B,B,A,A,B,B,A,A,D,A
210062067833,2024,11,M,1,3,1,1,10,,0,3548906,São Carlos,35,SP,E,E,D,B,3,A,D,A,B,B,A,A,B,A,B,B,A,B,A,B,C,D,A
210062067834,2024,2,M,1,3,1,2,0,1.0,0,4205407,Florianópolis,42,SC,E,F,D,D,3,A,J,A,C,C,A,A,B,A,B,B,A,C,B,B,B,D,D
210062067835,2024,2,M,1,1,1,3,0,,1,3548708,São Bernardo do Campo,35,SP,E,E,C,B,4,A,E,A,C,C,B,A,B,A,B,A,B,C,B,B,C,E,A
210062067836,2024,8,F,1,3,1,1,3,,0,5201405,Aparecida de Goiânia,52,GO,H,H,D,C,7,A,C,A,B,C,A,A,B,A,A,A,A,B,A,B,A,E,A
210062067837,2024,12,F,1,1,1,1,13,,0,4314407,Pelotas,43,RS,H,B,F,F,2,A,C,A,B,C,B,A,B,B,B,B,A,B,A,B,B,C,A
210062067838,2024,4,M,1,3,1,2,0,,0,2507507,João Pessoa,25,PB,D,D,C,F,2,B,B,A,B,C,A,A,B,A,B,B,A,C,A,B,B,C,A
210062067839,2024,1,M,1,1,1,3,0,,1,5208707,Goiânia,52,GO,F,E,E,E,3,B,Q,A,C,C,B,B,B,A,B,B,A,C,B,B,B,D,D
210062067840,2024,12,F,1,2,1,1,18,,0,3304557,Rio de Janeiro,33,RJ,H,B,F,B,2,A,C,A,B,B,A,A,B,A,B,B,A,B,A,B,B,C,A
210062067841,2024,2,F,1,3,2,3,0,,1,2103000,Caxias,21,MA,D,C,A,B,4,A,B,A,B,D,A,B,B,A,A,A,A,B,A,B,A,C,A
210062067842,2024,2,M,1,3,1,3,0,,1,2306405,Itapipoca,23,CE,D,D,B,B,7,A,B,A,B,C,A,B,B,A,B,A,A,B,A,B,A,C,A
210062067843,2024,2,F,1,1,1,3,0,,1,4314902,Porto Alegre,43,RS,H,E,C,C,4,B,G,A,B,C,B,A,B,A,B,B,A,C,B,B,B,E,A
210062067844,2024,14,M,2,3,1,1,18,,0,2510808,Patos,25,PB,A,A,A,A,4,B,C,A,B,B,B,B,B,A,A,A,A,B,A,B,A,B,A
210062067845,2024,2,M,1,1,1,2,0,2.0,0,4314902,Porto Alegre,43,RS,E,E,E,B,4,B,G,A,C,D,B,A,B,A,B,A,B,B,A,B,B,E,A
210062067846,2024,5,M,1,3,1,1,2,,0,3113404,Caratinga,31,MG,B,C,F,F,1,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210062067847,2024,8,F,1,2,1,1,0,,0,4314902,Porto Alegre,43,RS,H,B,B,B,2,B,D,A,B,C,A,A,B,A,B,A,A,B,A,B,A,C,A
210062067848,2024,6,F,1,2,1,1,3,,0,3148004,Patos de Minas,31,MG,C,C,B,F,7,B,E,A,B,D,B,B,B,A,A,A,A,B,A,B,A,E,A
210062067849,2024,5,F,1,3,1,2,0,,0,2613701,São Lourenço da Mata,26,PE,H,G,F,E,1,A,A,A,B,C,A,A,B,A,A,A,A,B,A,B,A,A,A
210062067850,2024,1,M,1,3,1,3,0,,1,2111300,São Luís,21,MA,D,D,C,D,4,A,C,A,B,C,A,B,B,A,A,A,A,C,A,B,B,B,A
210062067851,2024,1,F,1,3,1,2,0,,0,2930105,Senhor do Bonfim,29,BA,H,H,A,A,3,A,B,A,B,B,A,A,B,A,A,A,A,B,A,A,A,B,A
210062067852,2024,9,M,1,1,1,1,4,,0,2804508,Nossa Senhora da Glória,28,SE,B,B,A,A,4,A,A,A,B,B,A,A,B,A,A,A,A,B,A,A,A,C,A
210062067853,2024,8,M,1,1,1,1,5,,0,2311801,Russas,23,CE,E,F,D,D,4,A,F,A,B,C,B,A,B,A,A,A,A,B,A,B,B,E,A
210062067854,2024,9,F,1,3,1,1,7,,0,3522208,Itapecerica da Serra,35,SP,B,G,B,D,4,A,C,A,B,C,A,A,B,B,B,B,A,B,B,B,B,B,A
210062067855,2024,16,F,2,1,1,1,18,,0,1721000,Palmas,17,TO,D,C,C,B,5,A,E,A,B,C,A,A,B,A,A,A,A,B,A,B,A,B,A
210062067856,2024,4,M,1,3,1,1,1,,0,4314407,Pelotas,43,RS,E,C,B,B,3,B,C,A,B,C,A,A,B,A,A,B,A,B,A,B,A,C,A
210062067857,2024,12,F,1,1,1,1,15,,0,3538709,Piracicaba,35,SP,E,E,B,C,3,B,J,A,B,C,B,C,B,A,B,B,B,D,B,B,C,D,E
210062067858,2024,2,F,1,1,2,3,0,,1,4319901,Sapiranga,43,RS,E,E,D,F,4,A,D,A,B,C,B,A,B,A,B,A,A,B,A,B,A,C,A
210062067859,2024,4,F,1,1,1,1,1,,0,4313409,Novo Hamburgo,43,RS,F,E,D,B,2,A,G,A,D,C,B,A,B,A,B,B,B,C,A,B,C,C,A
210062067860,2024,6,M,1,1,1,1,3,,0,3300456,Belford Roxo,33,RJ,H,E,B,B,2,A,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,B,A
210062067861,2024,7,M,1,1,1,1,4,,0,4321204,Taquara,43,RS,G,G,D,E,4,A,Q,B,D,D,C,A,B,B,B,B,B,B,B,B,D,E,D
210062067862,2024,2,F,1,1,1,3,0,,1,4316907,Santa Maria,43,RS,E,E,D,D,4,A,F,A,D,D,C,A,B,B,B,B,B,D,A,B,C,E,A
210062067863,2024,11,M,1,1,1,1,0,,0,4109401,Guarapuava,41,PR,D,D,C,B,2,B,B,A,B,C,A,A,B,A,B,B,B,B,B,B,A,C,A
210062067864,2024,3,M,1,3,1,2,0,1.0,0,4119905,Ponta Grossa,41,PR,E,E,D,C,4,B,G,A,B,D,A,A,B,A,B,B,A,D,A,B,B,E,A
210062067865,2024,14,F,0,3,1,1,16,,0,5300108,Brasília,53,DF,A,E,B,B,2,A,A,A,C,D,A,A,B,A,B,B,A,B,A,B,B,C,A
210062067866,2024,11,M,1,1,1,1,0,,0,4311304,Lagoa Vermelha,43,RS,H,H,C,F,2,B,E,A,B,C,A,B,B,A,B,A,A,B,A,B,A,C,A
210062067867,2024,11,F,1,0,1,1,7,,0,2304400,Fortaleza,23,CE,H,C,C,B,4,B,C,A,C,D,A,C,B,A,B,B,A,B,B,B,B,E,A
210062067868,2024,4,M,1,3,1,1,1,,0,2927408,Salvador,29,BA,G,F,E,E,4,A,I,A,C,C,B,C,B,A,B,A,B,C,A,B,D,E,D
210062067869,2024,2,M,1,1,1,3,0,,1,1302603,Manaus,13,AM,D,C,B,B,5,A,B,A,B,C,A,A,B,A,B,A,A,C,A,A,A,D,B
210062067870,2024,6,M,1,1,1,1,4,,0,5300108,Brasília,53,DF,E,E,C,F,2,B,D,A,B,D,B,A,B,A,B,B,A,B,B,B,B,C,D
210062067871,2024,5,M,1,2,1,2,0,,0,2109106,Presidente Dutra,21,MA,B,E,C,C,4,A,C,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210062067872,2024,12,F,2,3,1,1,16,,0,3106200,Belo Horizonte,31,MG,C,D,C,B,3,B,C,A,B,C,A,A,B,A,B,A,B,B,A,B,C,C,A
210062067873,2024,7,M,1,1,1,1,2,,0,4310330,Imbé,43,RS,A,A,A,A,3,A,B,A,A,C,A,A,A,A,A,A,A,B,A,A,A,A,A
210062067874,2024,1,F,1,3,1,4,0,,0,3301900,Itaboraí,33,RJ,E,G,D,E,3,A,E,A,C,C,B,A,B,A,B,A,A,B,A,B,B,D,D
210062067875,2024,11,M,1,2,1,1,10,,0,2905701,Camaçari,29,BA,B,C,A,B,4,B,C,A,B,C,A,B,B,A,B,B,A,C,A,B,A,D,A
210062067876,2024,6,M,1,3,1,2,0,1.0,0,1502301,Capitão Poço,15,PA,B,D,C,F,4,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A
210062067877,2024,3,M,1,1,1,3,0,,1,4306908,Encruzilhada do Sul,43,RS,E,E,B,B,4,A,E,A,C,D,C,A,B,B,B,B,B,D,A,B,A,B,A
210062067878,2024,2,M,1,1,1,2,0,1.0,0,3505500,Barretos,35,SP,F,G,D,D,4,A,O,B,D,D,C,A,B,B,B,B,A,D,A,B,B,E,A
210062067879,2024,4,M,1,2,1,1,0,,0,2211308,Valença do Piauí,22,PI,C,D,A,A,3,A,B,A,B,C,A,B,B,A,B,A,A,B,A,A,A,C,A
210062067880,2024,11,F,1,0,1,1,10,,0,4322400,Uruguaiana,43,RS,E,B,B,B,1,B,D,A,B,B,B,B,B,A,A,B,B,B,A,B,B,B,A
210062067881,2024,2,F,1,3,1,2,0,1.0,0,5215231,Novo Gama,52,GO,E,B,B,F,3,A,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,B,A
210062067882,2024,7,M,2,2,1,1,0,,0,4125506,São José dos Pinhais,41,PR,E,E,B,B,2,B,E,A,B,C,A,A,B,A,B,B,A,B,A,B,B,C,A
210062067883,2024,6,F,1,2,1,1,2,,0,3305208,São Pedro da Aldeia,33,RJ,H,D,B,B,5,A,B,A,B,C,A,B,B,B,B,A,A,B,A,B,B,E,A
210062067884,2024,2,M,1,3,1,2,0,1.0,0,3525706,José Bonifácio,35,SP,F,G,D,D,4,A,H,A,D,C,C,A,C,A,B,B,A,B,A,B,B,E,D
210062067885,2024,11,M,1,3,1,1,12,,0,3106200,Belo Horizonte,31,MG,E,E,D,D,1,B,G,B,B,C,A,A,B,A,B,B,B,B,A,B,C,B,A
210062067886,2024,12,F,1,3,1,1,0,,0,4314407,Pelotas,43,RS,E,B,B,B,4,A,B,A,B,C,A,A,B,A,B,B,A,B,A,B,A,C,A
210062067887,2024,4,M,1,1,1,1,2,,0,3513801,Diadema,35,SP,F,F,E,D,4,B,G,A,B,C,C,A,B,B,B,B,B,D,B,B,C,E,A
210062067888,2024,12,M,1,3,1,1,8,,0,5001003,Aparecida do Taboado,50,MS,B,A,C,B,2,B,E,A,B,B,A,B,B,A,A,A,A,B,A,B,A,C,A
210062067889,2024,3,M,1,3,1,2,0,1.0,0,3147006,Paracatu,31,MG,H,E,F,B,3,A,C,A,B,D,A,A,B,A,B,A,A,B,A,B,B,D,A
210062067890,2024,12,F,0,1,1,1,6,,0,4302105,Bento Gonçalves,43,RS,B,B,A,A,3,B,F,A,B,B,B,A,B,A,B,B,A,B,B,B,B,B,A
210062067891,2024,12,M,1,3,1,1,15,,0,3171303,Viçosa,31,MG,D,C,B,B,4,B,H,A,C,D,B,C,B,A,B,A,A,B,A,B,B,D,A
210062067892,2024,8,M,1,1,1,1,5,,0,2408102,Natal,24,RN,C,E,C,F,2,A,F,A,C,D,A,B,B,A,B,B,A,C,A,B,C,C,A
210062067893,2024,3,F,1,3,1,1,1,,0,3105608,Barbacena,31,MG,D,G,A,D,3,B,F,A,B,B,A,A,B,A,A,A,A,B,A,B,A,C,A
210062067894,2024,5,M,1,1,1,1,2,,0,2306108,Irauçuba,23,CE,E,E,F,F,4,A,B,A,C,C,B,A,B,A,B,A,A,B,A,B,A,C,A
210062067895,2024,1,F,1,3,1,3,0,,1,3143302,Montes Claros,31,MG,E,E,C,D,5,A,D,A,C,D,B,B,B,A,B,A,B,B,A,B,B,D,A
210062067896,2024,6,F,1,3,1,1,3,,0,1100205,Porto Velho,11,RO,E,C,D,D,4,A,A,A,B,C,A,A,B,A,A,A,A,B,A,A,A,B,A
210062067897,2024,4,M,1,3,1,3,0,,1,4318705,São Leopoldo,43,RS,D,D,C,F,4,B,C,A,B,C,B,A,B,B,B,A,A,B,A,B,A,B,A
210062067898,2024,8,M,1,1,1,1,3,,0,4323002,Viamão,43,RS,H,D,F,B,4,B,E,A,C,D,B,A,B,B,B,B,B,C,B,B,A,E,A
210062067899,2024,1,M,1,1,1,3,0,,1,5002704,Campo Grande,50,MS,G,F,D,D,4,A,G,A,B,C,B,B,B,A,B,A,B,B,A,B,B,D,A
210062067900,2024,12,M,1,2,1,1,17,,0,3304557,Rio de Janeiro,33,RJ,F,E,C,F,1,B,O,A,B,B,B,A,B,A,B,B,A,B,B,B,B,B,E
210062067901,2024,12,F,1,3,1,1,14,,0,4125506,São José dos Pinhais,41,PR,B,E,A,D,2,B,B,A,B,C,A,A,B,A,B,B,A,C,A,B,A,C,A
210062067902,2024,11,M,1,3,1,1,10,,0,2408102,Natal,24,RN,B,G,A,D,1,B,C,A,B,B,A,B,B,B,A,A,A,A,A,B,B,B,A
210062067903,2024,3,M,1,1,1,2,0,1.0,0,4209300,Lages,42,SC,E,E,C,B,4,A,C,A,B,D,B,A,B,A,B,B,A,B,A,B,B,D,A
210062067904,2024,4,F,1,1,1,1,1,,0,3513405,Cruzeiro,35,SP,D,E,D,B,4,A,G,A,C,D,C,C,B,B,B,B,A,C,A,B,C,E,D
210062067905,2024,3,F,1,2,1,2,0,1.0,0,1500800,Ananindeua,15,PA,B,C,C,B,3,A,A,A,B,C,A,A,B,A,A,A,A,B,A,B,A,C,A
210062067906,2024,4,M,1,3,1,1,1,,0,2933307,Vitória da Conquista,29,BA,D,G,A,D,4,A,I,A,D,D,B,A,B,A,A,B,A,B,A,B,B,E,D
210062067907,2024,5,M,1,0,1,2,0,1.0,0,1302603,Manaus,13,AM,D,D,B,B,3,B,B,A,B,C,A,A,B,B,A,A,A,B,A,B,A,D,A
210062067908,2024,9,F,1,2,1,1,4,,0,1508159,Uruará,15,PA,C,C,A,A,4,A,B,A,B,C,A,B,B,A,A,A,A,B,A,B,A,D,A
210062067909,2024,13,M,1,2,1,1,14,,0,2211001,Teresina,22,PI,A,B,F,B,3,B,C,A,B,C,B,A,B,A,A,A,A,B,A,B,B,D,A
210062067910,2024,7,F,1,1,1,1,4,,0,3106200,Belo Horizonte,31,MG,E,G,A,D,2,A,D,A,B,D,A,A,B,A,B,B,B,B,A,B,B,C,D
210062067911,2024,15,F,0,3,1,1,18,,0,2607901,Jaboatão dos Guararapes,26,PE,B,B,C,F,2,A,C,A,B,B,A,A,B,A,A,B,A,C,A,B,B,B,A
210062067912,2024,11,F,3,1,1,1,10,,0,2919553,Luís Eduardo Magalhães,29,BA,A,B,A,B,3,A,B,A,B,B,B,A,B,A,A,A,A,A,A,B,A,A,A
210062067913,2024,1,F,1,3,1,3,0,,1,2606200,Goiana,26,PE,E,E,F,F,4,A,A,A,B,C,A,A,B,A,A,A,A,B,A,A,A,B,A
210062067914,2024,9,F,1,3,1,1,6,,0,4314407,Pelotas,43,RS,B,B,A,A,4,B,E,A,B,D,B,B,B,B,B,B,B,D,A,B,A,D,A
210062067915,2024,2,M,1,1,1,3,0,,1,4113700,Londrina,41,PR,E,E,D,D,4,A,I,A,C,D,C,A,B,A,B,B,B,B,B,B,B,E,A
210062067916,2024,3,F,1,3,2,2,0,1.0,0,1502954,Eldorado do Carajás,15,PA,C,B,A,F,3,B,A,A,B,C,B,C,B,B,B,A,A,B,A,B,A,D,A
210062067917,2024,5,F,1,1,1,1,2,,0,4314902,Porto Alegre,43,RS,E,E,F,D,3,B,B,A,B,C,B,A,C,B,B,B,B,B,A,B,B,D,A
210062067918,2024,2,M,1,3,1,3,0,,1,2402006,Caicó,24,RN,E,H,F,F,3,A,C,A,C,C,A,A,B,A,B,B,A,B,A,B,B,C,C
210062067919,2024,1,F,1,1,1,4,0,,0,2927408,Salvador,29,BA,G,G,E,E,4,A,Q,D,D,D,C,A,B,B,B,B,B,C,B,B,D,D,D
210062067920,2024,2,M,1,1,1,2,0,1.0,0,2408102,Natal,24,RN,F,F,D,D,4,A,I,A,C,D,B,A,B,A,B,B,B,C,B,B,E,E,D
210062067921,2024,3,M,1,1,1,2,0,1.0,0,3550308,São Paulo,35,SP,E,E,D,D,6,A,E,A,C,D,B,A,B,A,B,A,A,B,A,B,A,E,A
210062067922,2024,14,M,2,1,1,1,18,,0,5300108,Brasília,53,DF,E,E,D,F,4,B,J,A,C,D,B,A,B,B,B,B,A,C,A,B,B,D,B
210062067923,2024,1,M,1,1,1,3,0,,1,2602209,Bom Jardim,26,PE,B,G,D,D,3,A,B,A,C,C,A,B,B,B,B,B,A,B,A,B,A,C,D
210062067924,2024,3,M,1,1,1,2,0,1.0,0,4311403,Lajeado,43,RS,F,E,F,F,3,B,H,A,B,C,B,A,B,A,B,B,B,D,B,B,C,D,A
210062067925,2024,2,F,1,3,1,3,0,,1,3544251,Rosana,35,SP,E,G,C,D,3,A,F,A,C,C,B,B,B,A,B,B,B,C,A,B,B,D,A
210062067926,2024,6,M,1,1,1,1,5,,0,4303509,Camaquã,43,RS,C,E,D,B,3,B,F,B,C,D,A,A,C,B,B,B,B,D,A,B,C,D,A
